   5.2028887e+01;   4.5558535e+01;   5.3825571e+01;   5.4117477e+01;   4.6581694e+01;   5.4043566e+01;   5.4811767e+01;   4.2215623e+01;   3.7031497e+01;   3.6794775e+01;   5.4261246e+01;   5.5851400e+01;   2.9787032e+01;   3.4655659e+01;   4.1579996e+01;   3.9542423e+01;   3.9369043e+01;   2.3925332e+01;   4.1358936e+01;   4.8275475e+01;   3.5284092e+01;   3.4256046e+01;   2.2782675e+01;   3.0499090e+01;   3.9053075e+01;   4.5588138e+01;   6.1512384e+01;   6.0543157e+01;   4.5973297e+01;   2.1549593e+01;   4.3708732e+01;   5.6518805e+01;   5.0428566e+01;   3.7071052e+01;   4.7294203e+01;   3.7984690e+01;   5.1008060e+01;   3.8404541e+01;   4.2491417e+01;   5.5797902e+01;   5.9285933e+01;   5.3749253e+01;   4.4033740e+01;   4.6269348e+01;   5.0546838e+01;   2.8735700e+01;   4.6368717e+01;   4.2361607e+01;   4.5081594e+01;   5.5012056e+01;   5.5673272e+01;   4.8950444e+01;   6.2038586e+01;   5.9041941e+01;   5.9364415e+01;   5.4862243e+01;   6.2148701e+01;   6.4764875e+01;   6.8590131e+01;   4.6717862e+01;   5.5733600e+01;   5.0994037e+01;   4.3416450e+01;   4.3982196e+01;   5.2028887e+01;
   7.8383624e+01;   4.5060552e+01;   5.0928738e+01;   4.8528434e+01;   5.9935664e+01;   6.0047228e+01;   5.3716578e+01;   5.7977069e+01;   6.6572022e+01;   5.7806671e+01;   4.4138673e+01;   5.9064860e+01;   2.6696444e+01;   4.3024141e+01;   3.0242148e+01;   3.0115724e+01;   2.7203049e+01;   1.6660830e+01;   3.5437539e+01;   3.8652954e+01;   3.9062605e+01;   1.7445832e+01;   3.3574996e+01;   3.5536152e+01;   3.4984033e+01;   2.9978764e+01;   4.2413734e+01;   5.1109874e+01;   2.9454136e+01;   2.2523264e+01;   2.8577668e+01;   4.4436891e+01;   4.3698210e+01;   5.3759678e+01;   4.7495810e+01;   4.3062099e+01;   4.1771257e+01;   4.5419967e+01;   4.7330346e+01;   6.1282021e+01;   5.8055568e+01;   5.3138328e+01;   3.8615132e+01;   5.4853665e+01;   4.6499926e+01;   3.1810040e+01;   4.6067979e+01;   4.5888677e+01;   5.4830108e+01;   6.5813637e+01;   6.6836756e+01;   4.3747860e+01;   5.5374556e+01;   5.1518345e+01;   4.9124709e+01;   2.9961892e+01;   7.0334636e+01;   7.1076071e+01;   4.5385704e+01;   5.1095787e+01;   4.3337853e+01;   5.8155712e+01;   4.2654113e+01;   3.2988790e+01;   4.7939923e+01;
   5.0954403e+01;   5.9088479e+01;   5.2956563e+01;   5.9126832e+01;   5.6172982e+01;   3.6557687e+01;   5.1268825e+01;   5.3100503e+01;   6.4009077e+01;   5.5903931e+01;   5.4942456e+01;   5.6897221e+01;   3.6706010e+01;   3.6111426e+01;   2.7822784e+01;   2.9798380e+01;   2.5577529e+01;   2.7068203e+01;   4.3157149e+01;   4.2945175e+01;   4.2344593e+01;   3.5058295e+01;   3.9464893e+01;   5.4716167e+01;   2.6518024e+01;   2.6842733e+01;   5.1603880e+01;   8.0855452e+01;   6.0116847e+01;   3.7948997e+01;   3.7515929e+01;   3.3292852e+01;   4.7374455e+01;   3.4891013e+01;   5.6355047e+01;   4.2918303e+01;   5.4687613e+01;   4.3918674e+01;   2.8953230e+01;   5.2034673e+01;   5.7913575e+01;   7.4546032e+01;   4.3465644e+01;   3.7460909e+01;   4.7287371e+01;   3.9971221e+01;   4.1227567e+01;   5.5415662e+01;   6.6933964e+01;   7.5926357e+01;   5.9462838e+01;   4.3706304e+01;   5.1406110e+01;   5.6576416e+01;   5.3176672e+01;   2.8704107e+01;   4.7849585e+01;   4.0480381e+01;   4.2898897e+01;   7.1950378e+01;   6.0483510e+01;   5.5692690e+01;   5.8562341e+01;   4.1222432e+01;   4.0915214e+01;
   3.6660343e+01;   4.3359850e+01;   4.6937308e+01;   5.1635322e+01;   4.1642319e+01;   5.2567051e+01;   5.1121886e+01;   5.1255321e+01;   5.4362211e+01;   5.1888627e+01;   7.3923244e+01;   4.7128065e+01;   6.1531636e+01;   3.4235652e+01;   4.1420022e+01;   3.0261780e+01;   3.7854778e+01;   3.4403199e+01;   3.1651362e+01;   5.9625682e+01;   4.2122048e+01;   4.3797226e+01;   5.4879484e+01;   4.3521162e+01;   5.8330938e+01;   6.4614596e+01;   7.4434329e+01;   7.4875203e+01;   6.9870707e+01;   5.3030988e+01;   5.5065187e+01;   4.8091811e+01;   4.2369414e+01;   4.2280535e+01;   3.8810477e+01;   4.6086351e+01;   4.1072999e+01;   4.2519305e+01;   1.6204156e+01;   5.0993130e+01;   4.3224217e+01;   5.4243667e+01;   5.7770584e+01;   3.8158851e+01;   4.1327545e+01;   4.9784288e+01;   4.4859117e+01;   4.7870828e+01;   7.7504723e+01;   6.5538951e+01;   6.2184780e+01;   5.3327452e+01;   6.7630240e+01;   5.9263047e+01;   4.7382933e+01;   4.5352722e+01;   5.1773307e+01;   3.8126506e+01;   5.4294987e+01;   5.7289421e+01;   7.1068526e+01;   4.8968674e+01;   5.0343584e+01;   4.0034432e+01;   4.3350984e+01;
   3.8365656e+01;   3.9015841e+01;   6.2289335e+01;   7.1977721e+01;   5.0710675e+01;   5.1250563e+01;   4.8843675e+01;   6.2656514e+01;   6.7333205e+01;   5.1182965e+01;   5.8697197e+01;   6.5034532e+01;   3.9601625e+01;   3.0177308e+01;   2.7626880e+01;   2.7685031e+01;   3.5470106e+01;   3.5989688e+01;   3.2049610e+01;   4.6708381e+01;   4.3468121e+01;   4.0323579e+01;   5.3771641e+01;   3.4184845e+01;   5.0719976e+01;   5.4689450e+01;   5.8490468e+01;   8.0325647e+01;   4.9080045e+01;   3.7508945e+01;   4.1540460e+01;   4.3740444e+01;   3.9680752e+01;   4.4270823e+01;   4.6087324e+01;   6.0966673e+01;   3.9146659e+01;   4.3601298e+01;   4.6996077e+01;   4.4682770e+01;   4.6974699e+01;   4.3875418e+01;   3.9370658e+01;   2.7229896e+01;   2.9075684e+01;   4.6931066e+01;   4.4709440e+01;   4.9227106e+01;   5.0247054e+01;   5.5051960e+01;   5.6139147e+01;   6.3907830e+01;   5.8857430e+01;   5.4984257e+01;   5.2085730e+01;   4.2977430e+01;   5.0702584e+01;   5.1689359e+01;   5.2260056e+01;   7.2930164e+01;   5.5101338e+01;   6.1953519e+01;   6.5865929e+01;   4.3877062e+01;   4.3603640e+01;
   6.3629989e+01;   4.8294171e+01;   6.5683094e+01;   7.2188255e+01;   6.0489421e+01;   4.3350116e+01;   4.9166600e+01;   4.8429182e+01;   5.1543396e+01;   7.2314751e+01;   6.8266148e+01;   6.2419838e+01;   3.4539890e+01;   2.6010965e+01;   3.0719446e+01;   3.5345327e+01;   2.1656912e+01;   4.0052356e+01;   3.2156052e+01;   5.0164747e+01;   5.6044972e+01;   5.5888204e+01;   4.7987421e+01;   4.8603814e+01;   4.2888000e+01;   4.3768038e+01;   3.6475426e+01;   6.7540917e+01;   5.4963594e+01;   5.0801669e+01;   5.6855490e+01;   4.3889011e+01;   4.3450380e+01;   4.3633675e+01;   3.5711385e+01;   5.1501590e+01;   4.4261398e+01;   2.9353457e+01;   5.6586599e+01;   6.3463808e+01;   5.8509587e+01;   5.5636916e+01;   5.7638377e+01;   5.2236599e+01;   4.1272411e+01;   4.2451702e+01;   4.5897962e+01;   4.1905512e+01;   4.6641191e+01;   5.8138431e+01;   7.0780924e+01;   4.5754898e+01;   5.5702787e+01;   6.1535653e+01;   4.5995273e+01;   4.7943816e+01;   6.5576651e+01;   6.6520084e+01;   6.4054420e+01;   7.0398263e+01;   7.6028205e+01;   6.5291611e+01;   7.0583443e+01;   4.7829331e+01;   5.2836734e+01;
   7.4040327e+01;   6.5043465e+01;   4.5982060e+01;   5.0552437e+01;   5.9785563e+01;   6.6514485e+01;   6.5703244e+01;   5.3746911e+01;   5.1288634e+01;   6.8441500e+01;   5.2462799e+01;   4.4777477e+01;   3.4545509e+01;   2.7725479e+01;   4.4799611e+01;   4.4864518e+01;   3.6454322e+01;   2.8561876e+01;   3.1557560e+01;   5.0929137e+01;   3.7034391e+01;   4.2351761e+01;   3.5771750e+01;   4.5898353e+01;   3.4996715e+01;   5.1563844e+01;   4.5195775e+01;   5.2795775e+01;   4.2979597e+01;   4.5228374e+01;   5.3121199e+01;   4.3909930e+01;   4.2358909e+01;   6.3468689e+01;   4.9955535e+01;   6.7821346e+01;   5.5838639e+01;   4.2544464e+01;   5.6143232e+01;   6.4189560e+01;   4.8866301e+01;   4.2201962e+01;   5.0987161e+01;   5.1147560e+01;   3.8195713e+01;   4.8647188e+01;   3.2596214e+01;   4.3796757e+01;   5.2395305e+01;   3.9960766e+01;   3.4322997e+01;   4.5663025e+01;   3.6884618e+01;   4.9217276e+01;   5.4732782e+01;   3.9584973e+01;   4.1049015e+01;   6.5294161e+01;   7.6857616e+01;   6.7485665e+01;   7.0660958e+01;   5.1283210e+01;   6.0035271e+01;   5.1641488e+01;   5.0894032e+01;
   6.8164325e+01;   7.3255450e+01;   5.4894885e+01;   6.9286521e+01;   6.7669184e+01;   6.4559196e+01;   5.9183354e+01;   6.2351529e+01;   4.1293274e+01;   5.5984631e+01;   4.6685087e+01;   4.6509603e+01;   2.8636364e+01;   4.5002578e+01;   3.2737352e+01;   4.5941276e+01;   3.5939475e+01;   2.5568855e+01;   3.4279765e+01;   2.9903759e+01;   4.3014049e+01;   4.6459165e+01;   3.9304955e+01;   3.3377534e+01;   2.8000911e+01;   6.2294044e+01;   4.4637717e+01;   6.2339800e+01;   7.5023651e+01;   4.8065049e+01;   5.1712528e+01;   5.9826465e+01;   4.0382278e+01;   5.5282787e+01;   5.3809832e+01;   7.1458968e+01;   5.5953149e+01;   5.1172348e+01;   4.4449609e+01;   4.7114718e+01;   3.3973416e+01;   4.0697894e+01;   3.8948128e+01;   4.6771828e+01;   4.5436456e+01;   5.5155330e+01;   4.3636121e+01;   4.0495903e+01;   3.9302962e+01;   2.8037733e+01;   2.5053266e+01;   3.6933966e+01;   4.6521566e+01;   4.5720763e+01;   6.8765109e+01;   4.9498142e+01;   5.0963624e+01;   5.7142877e+01;   8.6110188e+01;   6.9661763e+01;   6.2347405e+01;   5.3740357e+01;   6.1626248e+01;   3.9196040e+01;   4.8172912e+01;
   6.7216557e+01;   6.8784443e+01;   6.6139389e+01;   6.5932880e+01;   6.3482838e+01;   6.4300996e+01;   5.9231423e+01;   7.1221625e+01;   4.6659098e+01;   5.1745783e+01;   5.3688632e+01;   5.1759899e+01;   4.7096913e+01;   5.7409514e+01;   5.0732405e+01;   4.3111282e+01;   4.3640998e+01;   3.0661694e+01;   2.7828153e+01;   2.7127622e+01;   3.3522978e+01;   4.0382023e+01;   4.9344119e+01;   4.8598236e+01;   4.7295819e+01;   4.9165338e+01;   7.1092780e+01;   7.8686639e+01;   7.3516816e+01;   4.7713053e+01;   6.6496233e+01;   6.0327301e+01;   5.9770520e+01;   7.1060905e+01;   7.1350125e+01;   7.3544565e+01;   7.0777574e+01;   5.4643996e+01;   4.5133937e+01;   7.2248872e+01;   4.1720840e+01;   4.0650773e+01;   2.9460784e+01;   3.0954342e+01;   3.6026902e+01;   2.8094196e+01;   3.1725391e+01;   5.7626469e+01;   3.3311475e+01;   3.1567184e+01;   3.2587282e+01;   3.4762640e+01;   4.4974821e+01;   5.1587885e+01;   5.4819708e+01;   6.4940292e+01;   6.1187146e+01;   6.5398251e+01;   6.5927919e+01;   4.6963159e+01;   6.9197529e+01;   5.3220121e+01;   4.0716697e+01;   3.6836627e+01;   5.0035349e+01;
   7.2145685e+01;   7.4859297e+01;   7.3336469e+01;   7.4942225e+01;   5.8378235e+01;   5.7736686e+01;   5.0227312e+01;   5.9547423e+01;   2.9511768e+01;   5.0015870e+01;   4.2204062e+01;   4.6613368e+01;   4.3469138e+01;   5.7750872e+01;   6.2410583e+01;   5.7826524e+01;   4.9836795e+01;   3.9273626e+01;   3.5534933e+01;   4.5916141e+01;   4.3682842e+01;   4.7768910e+01;   4.5121248e+01;   4.8655508e+01;   3.9338115e+01;   6.5296236e+01;   7.6135223e+01;   7.0716369e+01;   9.1890240e+01;   7.2703136e+01;   5.9444868e+01;   6.3469619e+01;   6.1991491e+01;   5.8825039e+01;   7.0662894e+01;   7.4671853e+01;   7.6222016e+01;   6.6947294e+01;   5.5646121e+01;   5.5595302e+01;   3.8618965e+01;   4.0113892e+01;   3.4173107e+01;   3.3556888e+01;   4.6083384e+01;   2.0385842e+01;   4.0116572e+01;   3.2307378e+01;   1.6522814e+01;   2.6173428e+01;   1.8622549e+01;   3.9435666e+01;   4.0369428e+01;   4.0575251e+01;   6.6484286e+01;   7.6349700e+01;   7.1284876e+01;   5.7235849e+01;   5.8205337e+01;   4.7676748e+01;   6.2266330e+01;   5.0448278e+01;   4.5469108e+01;   6.1345318e+01;   5.0868034e+01;
